"Paper color","Ink color","zone number","zone date","company name","phone number"
"","","1","1999-03-19","HENRY S DRY CLEANERS","3748434"
"","","1","1999-03-19","IMMANUEL ELECTRIC","3994348"
"","","1","1999-03-19","J & J WINE & LIQUOR","3840649"
"","","1","1999-03-19","LOLLIPOPS","3990379"
"","","1","1999-03-19","M & W WINDOW","3936969"
"","","1","1999-03-19","MAIL BOXES ETC. 1","3992052"
"","","1","1999-03-19","MARKETING INSIGHT","3734000"
"","","1","1999-03-19","MOVIES  & MORE SUPERSTORE","3570071"
"","","1","1999-03-19","OUTER ZONE","5878243"
"","","1","1999-03-19","PARTIES & MORE","3991198"
"","","1","1999-03-19","PETTA S RESTAURANT","3467324"
"","","1","1999-03-19","RAINDANCER CAR WASH","7867348"
"","","1","1999-03-19","ROTTERDAM HEAT","3562162"
"","","1","1999-03-19","ROTTERDAM LANDSCAPING","6982100"
"","","1","1999-03-19","RUDNICKS","3726486"
"CHERRY","BLK","1","1999-03-19","SCOTIA SHOE REPAIR","3816327"
"","","1","1999-03-19","SUBWAY 1","5849141"
"","","1","1999-03-19","SUPERIOR VAC","8770746"
"","","1","1999-03-19","TIME WARNER SECURITY","2428990"
"","","1","1999-03-19","VILLAGE  BOUTIQUE","3992280"
"","","1","1999-03-19","YMCA","3998118"
"","","1","1999-06-24","ONE DOLLAR STORE","3468754"
"","","1","1999-07-09","BURNT HILLS BOOKS","3997004"
"","","1","1999-07-09","BURNT HILLS OPTICAL","3996130"
"","","1","1999-07-09","CENTRAL TAXI","3461232"
"","","1","1999-07-09","COUNTRY ACRES","3991592"
"","","1","1999-07-09","CULLIGAN","3741805"
"","","1","1999-07-09","D & S SERVICES","8774981"
"","","1","1999-07-09","DAIRY CIRCUS","3745725"
"","","1","1999-07-09","DINO S PIZZA","3991622"
"","","1","1999-07-09","FANTASTIC SAM S 2","4594955"
"","","1","1999-07-09","FIRESTONE TIRE","3778545"
"","","1","1999-07-09","FRANK GALLO FLORIST","3466171"
"","","1","1999-07-09","FURNITURE BARN","3466499"
"","","1","1999-07-09","GENE S CLEANING","3712462"
"","","1","1999-07-09","GLENVILLE MINI SPORTPLEX","3934140"
"","","1","1999-07-09","GOLDSTOCKS SPORTS","3822037"
"","","1","1999-07-09","HENRY S DRY CLEANERS","3748434"
"","","1","1999-07-09","J & J WINE & LIQUOR","3840649"
"","","1","1999-07-09","LOLLIPOPS","3990379"
"","","1","1999-07-09","LUXURY LIMO","8645841"
"","","1","1999-07-09","M & W WINDOW","3936969"
"","","1","1999-07-09","MAIL BOXES ETC. 1","3992052"
"","","1","1999-07-09","MOTO PHOTO CP","3836360"
"","","1","1999-07-09","MOVIES  & MORE SUPERSTORE","3570071"
"","","1","1999-07-09","PARTIES & MORE","3991198"
"","","1","1999-07-09","PITBULL GYM","3936070"
"","","1","1999-07-09","RAINDANCER CAR WASH","7867348"
"","","1","1999-07-09","ROTTERDAM HEAT","3562162"
"","","1","1999-07-09","S/G REPUBLICAN TEAM","3748894"
"","","1","1999-07-09","SUBWAY 1","5849141"
"","","1","1999-07-09","TIME WARNER SECURITY","2428990"
"","","1","1999-07-09","WONG S CHINESE","3843300"
"","","1","1999-11-05","ADIRONDACK DESIGN","8659032"
"","","1","1999-11-05","ANKERS FISH/CHICKEN","3847997"
"","","1","1999-11-05","BURNT HILLS BOOKS","3997004"
"","","1","1999-11-05","BURNT HILLS LANES","3990999"
"","","1","1999-11-05","BURNT HILLS OPTICAL","3996130"
"","","1","1999-11-05","COUNTRY ACRES","3991592"
"","","1","1999-11-05","DINO S PIZZA","3991622"
"","","1","1999-11-05","FANTASTIC SAM S 2","4594955"
"","","1","1999-11-05","FIRESTONE TIRE","3778545"
"","","1","1999-11-05","FRANK GALLO FLORIST","3466171"
"","","1","1999-11-05","GENE S CLEANING","3712462"
"","","1","1999-11-05","GOLDEN BIRD CHINESE","3843300"
"","","1","1999-11-05","GOLDSTOCKS SPORTS","3822037"
"","","1","1999-11-05","GUTTERS A GUSHING","8853615"
"","","1","1999-11-05","HENRY S DRY CLEANERS","3748434"
"","","1","1999-11-05","J & J WINE & LIQUOR","3840649"
"","","1","1999-11-05","LUXURY LIMO","8645841"
"","","1","1999-11-05","M & W WINDOW","3936969"
"","","1","1999-11-05","MAIL BOXES ETC. 1","3992052"
"","","1","1999-11-05","MOVIES  & MORE SUPERSTORE","3570071"
"","","1","1999-11-05","PARAGON PAINT","4592244"
"","","1","1999-11-05","PETTA S RESTAURANT","3467324"
"","","1","1999-11-05","PITBULL GYM","3936070"
"","","1","1999-11-05","RAINDANCER CAR WASH","7867348"
"","","1","1999-11-05","ROTTERDAM HEAT","3562162"
"","","1","1999-11-05","RUDNICKS","3726486"
"","","1","1999-11-05","SLEEP KING","4649596"
"","","1","1999-11-05","SUBWAY 1","5849141"
"","","1","1999-11-05","TIME WARNER SECURITY","2428990"
"","","1","1999-11-05","VILLAGE  BOUTIQUE","3992280"
"","","1","1999-11-05","YMCA","3998118"
"BLUE","R/BLUE","10","1995-03-01","ACTION HEATING","3742429"
"GREEN","GR/BLK","10","1995-03-01","ADIRONDACK TREE SURGEONS","5870333"
"SALMON","TEAL/BLK","10","1995-03-01","C & C HAIR DESIGN","5834902"
"WHITE","TEAL/BLK","10","1995-03-01","DARLING LIMO","3722508"
"IVORY","TEAL/BLK","10","1995-03-01","DOCKSIDER REST.","5819367"
"WHITE","R/BLUE","10","1995-03-01","DOMINO S PIZZA 2","5872244"
"GREY","BORD/BLK","10","1995-03-01","FIRE & ICE JEWELER","5819363"
"GOLDEN","BORD/BLK","10","1995-03-01","GENE S CLEANING","3712462"
"WHITE CARD","R/GR   GR/BLK","10","1995-03-01","GREEN THUMB LAWN","3557787"
"WHITE","R/BLK","10","1995-03-01","M & W WINDOW","3936969"
"LILAC","BORD/TEAL","10","1995-03-01","SARATOGA VIDEO","5838864"
"GREEN","GR/BLK","10","1995-03-01","SERVICE SOLUTIONS","2652843"
"CANARY","R/BLK","10","1995-03-01","TEE SHOT GOLF","5818103"
"BLUE","R/BLUE","10","1995-03-01","TIRE WAREHOUSE 2","3700500"
"LILAC","TEAL/BLK","10","1995-03-01","WORLD GYM FITNESS","5845004"
"CHERRY","BLK","10","1995-06-01","BROWN S AUTO DETAILING","8848795"
"GOLDEN","RED/BLK","10","1995-06-01","CAPITAL CHOICE TV","8997501"
"WHITE","RHOD/TEAL","10","1995-06-01","CHICKEN & TREATS","5849141"
"WHITE","RHOD/TEAL","10","1995-06-01","DARLING LIMO","3722508"
"TAN","GREEN","10","1995-06-01","DOCKSIDER REST.","5819367"
"WHITE","RED/BLUE","10","1995-06-01","DOMINO S PIZZA 2","5872244"
"TAN","GR/BLK","10","1995-06-01","DOUBLEDAY FLOORS","8856442"
"GREY","BORD","10","1995-06-01","FIRE & ICE JEWELER","5819363"
"GOLDEN","BORD/BLK","10","1995-06-01","GENE S CLEANING","3712462"
"SALMON","TEAL/BLK","10","1995-06-01","LA STELLA PASTA","5872782"
"WHITE","RED/BLK","10","1995-06-01","M & W WINDOW","3936969"
"WHITE","RHOD/TEAL","10","1995-06-01","MR. SUBB","7830276"
"PINK","PURPLE/BLK","10","1995-06-01","PERFECT FIT/FITNESS MASTERS","5818012"
"GREEN","GR/BLK","10","1995-06-01","SERVICE SOLUTIONS","2652843"
"WHITE","R/BLK","10","1995-06-01","STROEHMANN BAKERIES","6728010"
"CANARY","BORD","10","1995-06-01","TEE SHOT GOLF","5818103"
"GREEN","RHOD/BLK","10","1995-06-01","THREE SONS FISH","7344684"
"BLUE","RED/BLUE","10","1995-06-01","TIRE WAREHOUSE 2","3700500"
"CANARY","PURPLE/BLK","10","1995-06-01","UPSTATE APPLIANCE","8858861"
"WHITE","R/BLK","10","1995-07-01","STROEHMANN BAKERIES","6728010"
"SALMON","BORD/BLK","10","1995-10-01","C & C HAIR DESIGN","5834902"
"WHITE","GREEN/PURPLE","10","1995-10-01","CAPITAL CHOICE TV","8997501"
"WHITE","RHOD/TEAL","10","1995-10-01","CHICKEN & TREATS","5849141"
"TAN","BLUE/BLK","10","1995-10-01","CREATIVE EYEWEAR","5878135"
"IVORY","TEAL/BLK","10","1995-10-01","CUDNEY S DRY CLEANERS","5849427"
"WHITE","RED/BLUE","10","1995-10-01","DOMINO S PIZZA 2","5872244"
"GOLDEN","BORD/BLK","10","1995-10-01","GENE S CLEANING","3712462"
"WHITE","RED/BLUE","10","1995-10-01","HILL & MARKES","8364455"
"IVORY","RED/BLK","10","1995-10-01","KITCHEN TUNE-UP","7460059"
"SALMON","BORD","10","1995-10-01","LA STELLA PASTA","5872782"
"WHITE","RED/BLK","10","1995-10-01","M & W WINDOW","3936969"
"LILAC","TEAL/BLKJ","10","1995-10-01","NEW SUPER LIQUOR","3710341"
"GREEN","GREEN/BLK","10","1995-10-01","PALMETTO S MARKET","5810168"
"IVORY","BORD/BLK","10","1995-10-01","PUTNAM ST. MARKET","5873663"
"BLUE","RED/BLUE","10","1995-10-01","TIRE WAREHOUSE 2","3700500"
"PINK","TEAL/RHOD","10","1995-10-01","WORK ENDERS","3991789"
"WHITE CARD","TEAL/BLK","10","1996-02-06","ADT SECURITY","2387887"
"IVORY","BLUE","10","1996-02-06","CREATIVE EYEWEAR","5878135"
"TAN","GR/BLK","10","1996-02-06","DOUBLEDAY FLOORS","8856442"
"GOLDEN","BORD/BLK","10","1996-02-06","GENE S CLEANING","3712462"
"CHERRY","BLUE","10","1996-02-06","GENTLE DENTAL CARE","8997739"
"CANARY","RED/BLUE","10","1996-02-06","KNICKERBOCKER ARENA","4872018"
"WHITE","RED/BLK","10","1996-02-06","M & W WINDOW","3936969"
"WHITE","RED/BLK","10","1996-02-06","NEILENS AUTO DETAILING","5876261"
"WHITE","RED/BLK","10","1996-02-06","PIZZA TIME","5874650"
"SALMON","TEAL/BLK","10","1996-02-06","STANDARD KITCHEN & BATH","5845102"
"CANARY","PURPLE","10","1996-02-06","TEE SHOT GOLF","5818103"
"WHITE","RED/BLUE","10","1996-05-20","A+ AUTO DETAILING","5800908"
"GOLDEN","RED/BLK","10","1996-05-20","ASHLINE MOVING","2734642"
"GREY","PURPLE3/BLK","10","1996-05-20","COMEDY CONNECTION","5801446"
"BLUE","RED","10","1996-05-20","EAGLE CREST  GOLF","8770406"
"GOLDEN","BORD/BLK","10","1996-05-20","GENE S CLEANING","3712462"
"WHITE","RED/BLK","10","1996-05-20","M & W WINDOW","3936969"
"WHITE","TEAL/MAG","10","1996-05-20","PIZZA TIME","5874650"
"CANARY","RED/BLK","10","1996-05-20","PROPERTY MAINTENANCE","4354400"
"WHITE","RED/BLK","10","1996-05-20","ROLAND J DOWN","3999126"
"GREEN","GREEN/BLK","10","1996-05-20","SERVICE SOLUTIONS","2652843"
"WHITE","RED/BLK","10","1996-05-20","WENDYS/SARATOGA","5830210"
"WHITE","GREEN/BLK","10","1996-09-01","VISIONS HEALTH & FITNESS","3836877"
"WHITE","RED/BLK","10","1996-10-18","A+ AUTO DETAILING","5800908"
"WHITE","RHOD/TEAL","10","1996-10-18","ADIRONDACK CAMCORDER","8848142"
"GOLDEN","RED/BLK","10","1996-10-18","ASHLINE MOVING","2734642"
"SALMON","BORD/BLK","10","1996-10-18","C & C HAIR DESIGN","5834902"
"GREY","RHOD/BLK","10","1996-10-18","C & M UPHOLSTERY","3832678"
"TAN","BLUE/BLK","10","1996-10-18","COUNTRY CRAFT AND GIFT","5836079"
"GOLDEN","RED/BLK","10","1996-10-18","DRAGON BUFFET 4","3832033"
"SALMON","BORD/BLK","10","1996-10-18","FURNITURE PLUS","8996622"
"GOLDEN","BORD/BLK","10","1996-10-18","GENE S CLEANING","3712462"
"PINK","BORD/BLK","10","1996-10-18","GENTLE DENTAL CARE","8997739"
"CANARY","RED/BLK","10","1996-10-18","LASER PIX","5839080"
"WHITE","RED/BLK","10","1996-10-18","M & W WINDOW","3936969"
"BLUE","RED/BLK","10","1996-10-18","MALTA PLUMBING","8996690"
"WHITE","RED/BLK","10","1996-10-18","MENNETO AUTO SERVICE","8991605"
"PINK","BORD/BLK","10","1996-10-18","NEW SUPER LIQUOR","3710341"
"WHITE","RED/GREEN","10","1996-10-18","PIZZA TIME","5874650"
"GOLDEN","RED/BLUE","10","1996-10-18","QUICK LUBE","7866331"
"CANARY","BORD/GREEN","10","1996-10-18","QVS DRY CLEANING","3717390"
"BLUE","RED/BLUE","10","1996-10-18","TIME WARNER SECURITY","2428990"
"CANARY","RED/GREEN","10","1996-10-18","VENEZIA PIZZA","3713943"
"WHITE","TEAL/BLK","10","1996-10-18","VISIONS HEALTH & FITNESS","3836877"
"WHITE","BLUE/BLK","10","1997-02-03","A CLEANER WAY","3465903"
"BUFF","RED/BLK","10","1997-02-03","A+ AUTO DETAILING","5800908"
"PINK","RHOD/BLK","10","1997-02-03","ADIRONDACK CAMCORDER","8848142"
"GOLDEN","RED/BLK","10","1997-02-03","ASHLINE MOVING","2734642"
"WHITE","TEAL","10","1997-02-03","CALIFORNIA CLOSETS","7835050"
"BLUE","BLUE/BLK","10","1997-02-03","CUDNEY S DRY CLEANERS","5849427"
"GOLDEN","BORD/BLK","10","1997-02-03","GENE S CLEANING","3712462"
"PINK","RHOD/BLK","10","1997-02-03","GENTLE DENTAL CARE","8997739"
"IVORY","GREEN/BLK","10","1997-02-03","HOFF JEWELRY","3738645"
"GREY","BORD/GREEN","10","1997-02-03","LEES PLUMBING","3712281"
"WHITE","RED/BLK","10","1997-02-03","M & W WINDOW","3936969"
"IVORY","BLUE/BLK","10","1997-02-03","MENNETO AUTO SERVICE","8991605"
"WHITE","MAGENTA/TEAL","10","1997-02-03","MR. SUBB","7830276"
"CHERRY","BLK","10","1997-02-03","NEW SUPER LIQUOR","3710341"
"","","10","1997-02-03","NINE DRAGON","5872889"
"WHITE","RED/BLUE","10","1997-02-03","PEPSI ARENA","4872007"
"WHITE","RED/GREEN","10","1997-02-03","PIZZA TIME","5874650"
"IVORY","GREEN/RED","10","1997-02-03","PRINTING OUTLET","4379070"
"GOLDEN","RED/BLUE","10","1997-02-03","QUICK LUBE","7866331"
"GREEN","GREEN/BLK","10","1997-02-03","SERVICE SOLUTIONS","2652843"
"IVORY","BLUE","10","1997-02-03","SPARKLING IMAGE","4842196"
"BLUE","RED/BLUE","10","1997-02-03","TIME WARNER SECURITY","2428990"
"WHITE","BLUE/BLK","10","1997-02-03","VILLA LUISA","5810234"
"IVORY","RED/BLK","10","1997-05-23","A+ AUTO DETAILING","5800908"
"GREY","MAGENTA/BLK","10","1997-05-23","D & S SERVICES","8774981"
"GOLDEN","BORD/BLK","10","1997-05-23","GENE S CLEANING","3712462"
"PINK","RHOD/BLK","10","1997-05-23","GENTLE DENTAL CARE","8997739"
"GREY","BORD/BLK","10","1997-05-23","GORDONS WINDOW DECOR","8773081"
"IVORY","BLUE/BLK","10","1997-05-23","HALL OF SPRINGS","3747262"
"WHITE","RED/BLK","10","1997-05-23","M & W WINDOW","3936969"
"WHITE","BLUE/BLK","10","1997-05-23","MENNETO AUTO SERVICE","8991605"
"CHERRY","BLK","10","1997-05-23","NEW SUPER LIQUOR","3710341"
"WHITE","RED/GREEN","10","1997-05-23","PIZZA TIME","5874650"
"","","10","1997-05-23","PRINTING OUTLET","4379070"
"GOLDEN","RED/BLUE","10","1997-05-23","QUICK LUBE","7866331"
"GREEN","GREEN/BLK","10","1997-05-23","SERVICE SOLUTIONS","2652843"
"BLUE","BLK","10","1997-05-23","SPARKLING IMAGE","4842196"
"BLUE","RED/BLUE","10","1997-05-23","TIME WARNER SECURITY","2428990"
"CANARY","RED/BLK","10","1997-10-10","A+ AUTO DETAILING","5800908"
"IVORY","BORD/BLK","10","1997-10-10","ADIRONDACK ALLERGY","3713093"
"WHITE","RED","10","1997-10-10","CHINA TOWN","7921800"
"WHITE","RED/BLK","10","1997-10-10","FEIGENBAUM CLEANERS","7921723"
"GOLDEN","BORD/BLK","10","1997-10-10","GENE S CLEANING","3712462"
"WHITE","RED/BLK","10","1997-10-10","M & W WINDOW","3936969"
"WHITE","MAG/TEAL","10","1997-10-10","MARV COLES VACATIONS","4943369"
"WHITE","BLUE/BLK","10","1997-10-10","MENNETO AUTO SERVICE","8991605"
"GREY","BORD/BLK","10","1997-10-10","PARAGON PAINT","4592244"
"WHITE","RED/GREEN","10","1997-10-10","PIZZA TIME","5874650"
"GOLDEN","RED/BLUE","10","1997-10-10","QUICK LUBE","7866331"
"BLUE","BLK","10","1997-10-10","SPARKLING IMAGE","4842196"
"BLUE","RED/BLUE","10","1997-10-10","TIME WARNER SECURITY","2428990"
"WHITE","RED/GREEN","10","1997-10-10","VENEZIA PIZZA","3713943"
"IVORY","TEAL/BLK","10","1997-10-10","VISIONS HEALTH & FITNESS","3836877"
"WHITE","RED/BLK","10","1997-10-10","WILHELM AUTO","7935176"
"WHITE","BLUE/BLK","10","1998-02-06","CLEAN A BLIND","5848790"
"CANARY","RED/BLK","10","1998-02-06","FEIGENBAUM CLEANERS","7921723"
"GOLDEN","BORD/BLK","10","1998-02-06","GENE S CLEANING","3712462"
"PINK","RHOD/BLK","10","1998-02-06","GENTLE DENTAL CARE","8997739"
"WHITE","RED/BLK","10","1998-02-06","M & W WINDOW","3936969"
"WHITE","BLUE/BLK","10","1998-02-06","MENNETO AUTO SERVICE","8991605"
"CHERRY","BLK","10","1998-02-06","NEW SUPER LIQUOR","3710341"
"GREY","BORD/BLK","10","1998-02-06","PARAGON PAINT","4592244"
"WHITE","RED/GREEN","10","1998-02-06","PIZZA TIME","5874650"
"GOLDEN","RED/BLUE","10","1998-02-06","QUICK LUBE","7866331"
"IVORY","TEAL","10","1998-02-06","SARATOGA GUITAR","5811604"
"BLUE","BLK","10","1998-02-06","SPARKLING IMAGE","4842196"
"GREEN","RED","10","1998-02-06","TASTY CHINESE","8994855"
"BLUE","RED/BLUE","10","1998-02-06","TIME WARNER SECURITY","2428990"
"PINK","TEAL/BLK","10","1998-02-06","TOTAL IMAGE","5872542"
"SALMON","TEAL/BLK","10","1998-02-06","VISIONS HEALTH & FITNESS","3836877"
"GOLDEN","RED/BLK","10","1998-02-06","WILHELM AUTO","7935176"
"WHITE","RED/BLK","10","1998-06-19","A+ AUTO DETAILING","5800908"
"PEACH","MAGENTA/GREEN","10","1998-06-19","ADIRONDACK DESIGN","8659032"
"WHITE","BLUE","10","1998-06-19","BODY SCIENCE WELLNESS SPA","3830011"
"CANARY","RED/BLK","10","1998-06-19","FEIGENBAUM CLEANERS","7921723"
"GOLDEN","BORD/BLK","10","1998-06-19","GENE S CLEANING","3712462"
"TAN","BORD/GREEN","10","1998-06-19","LORRAINES COLLECTIBLES","6563588"
"WHITE","RED/BLK","10","1998-06-19","M & W WINDOW","3936969"
"WHITE","RED/BLK","10","1998-06-19","MENNETO AUTO SERVICE","8991605"
"PINK","RHOD/BLK","10","1998-06-19","NAIL ART","5831434"
"PINK","BORD/BLK","10","1998-06-19","NEW SUPER LIQUOR","3710341"
"CANARY","RED/GREEN","10","1998-06-19","PIZZA TIME","5874650"
"WHITE","MAGENTA/TEAL","10","1998-06-19","PRINTING OUTLET","4379070"
"GOLDEN","RED/BLUE","10","1998-06-19","QUICK LUBE","7866331"
"TAN","BLUE/BLK","10","1998-06-19","SLICES PIZZA PARLOR","8435397"
"BLUE","BLUE","10","1998-06-19","SPARKLING IMAGE","4842196"
"BLUE","RED/BLUE","10","1998-06-19","TIME WARNER SECURITY","2428990"
"WHITE","RED/GREEN","10","1998-06-19","VENEZIA PIZZA","3713943"
"IVORY","MAGENTA","10","1998-10-16","ANDYS AUTO SPA","5809038"
"IVORY","BLUE/TAN","10","1998-10-16","DINAPOLI OPTICIANS","4493200"
"CANARY","RED/BLK","10","1998-10-16","FEIGENBAUM CLEANERS","7921723"
"GOLDEN","BORD/BLK","10","1998-10-16","GENE S CLEANING","3712462"
"BLUE","RED/BLUE","10","1998-10-16","JACK BYRNE MINUTEMAN LUBE","6649841"
"WHITE","RED/BLK","10","1998-10-16","M & W WINDOW","3936969"
"WHITE","RED/BLUE","10","1998-10-16","MAIL BOXES ETC.10","5830824"
"WHITE","RED/BLK","10","1998-10-16","MENNETO AUTO SERVICE","8991605"
"PINK","BORD/TEAL","10","1998-10-16","NAIL ART","5831434"
"CHERRY","BLK","10","1998-10-16","NEW SUPER LIQUOR","3710341"
"GOLDEN","RED/BLK","10","1998-10-16","PIZZA TIME","5874650"
"WHITE","MAGENTA/TEAL","10","1998-10-16","PRINTING OUTLET","4379070"
"BLUE","BLK","10","1998-10-16","SPARKLING IMAGE","4842196"
"GOLDEN","RED/BLK","10","1998-10-16","SUBWAY 10","5831999"
"CANARY","RED/BLK","10","1998-10-16","SUBWAY/MALTA","8995615"
"BLUE","RED/BLUE","10","1998-10-16","TIME WARNER SECURITY","2428990"
"WHITE","RED/GREEN","10","1998-10-16","VENEZIA PIZZA","3713943"
"LILAC","MAGENTA/TEAL","10","1999-01-04","COMPTONS ACAR","6955255"
"PEACH","RED/BLK","10","1999-02-04","BARRY SCOTT TAX","0000000"
"IVORY","BLUE/BLK","10","1999-02-04","BURNT HILLS OPTICAL","3996130"
"CHERRY","BLK","10","1999-02-04","COMPTONS ACAR","6955255"
"CANARY","RED/BLK","10","1999-02-04","FEIGENBAUM CLEANERS","7921723"
"GOLDEN","BORD/BLK","10","1999-02-04","GENE S CLEANING","3712462"
"PINK","BORD/BLK","10","1999-02-04","GENTLE DENTAL CARE","8997739"
"BLUE","RED","10","1999-02-04","HI ROC LANES","5846460"
"WHITE","RED/BLK","10","1999-02-04","M & W WINDOW","3936969"
"WHITE","RED/BLUE","10","1999-02-04","MAIL BOXES ETC.10","5830824"
"GOLDEN","RED/BLK","10","1999-02-04","OUTER ZONE","5878243"
"GREY","BORD/GREEN","10","1999-02-04","PARAGON PAINT","4592244"
"PINK","MAGENTA/TEAL","10","1999-02-04","PET AFFECTION","8997691"
"CANARY","RED/GREEN","10","1999-02-04","PIZZA TIME","5874650"
"WHITE","PURPLE/GREEN","10","1999-02-04","PRINTING OUTLET","4379070"
"GREEN","GREEN/BLK","10","1999-02-04","SERVICE SOLUTIONS","2652843"
"CHERRY","BLK","10","1999-02-04","SPARKLING IMAGE","4842196"
"PEACH","MAG/TEAL","10","1999-02-04","SUPERIOR VAC","8770746"
"BLUE","RED/BLUE","10","1999-02-04","TIME WARNER SECURITY","2428990"
"","","10","1999-02-04","VENEZIA PIZZA","3713943"
"","","10","1999-05-14","BLUE SKI BIKES","5830600"
"","","10","1999-05-14","BODY SCIENCE WELLNESS SPA","3830011"
"","","10","1999-05-14","COMPTONS AC&R","6955255"
"","","10","1999-05-14","D & S SERVICES","8774981"
"","","10","1999-05-14","DRIVE IN MOVIE STORE","8848484"
"","","10","1999-05-14","GENE S CLEANING","3712462"
"","","10","1999-05-14","M & W WINDOW","3936969"
"","","10","1999-05-14","MAID TO ORDER","3704865"
"","","10","1999-05-14","MARTIAL ARTS SUPPLIES","8849173"
"","","10","1999-05-14","NAIL STUDIO SARATOGA","0000000"
"","","10","1999-05-14","PIZZA TIME","5874650"
"","","10","1999-05-14","SERVICE SOLUTIONS","2652843"
"","","10","1999-05-14","SUPERIOR VAC","8770746"
"","","10","1999-05-14","TIME WARNER SECURITY","2428990"
"","","10","1999-05-14","VENEZIA PIZZA","3713943"
"","","10","1999-05-14","WINE & LIQUOR OF MALTA","8994165"
"","","10","1999-08-25","FEIGENBAUM CLEANERS","7921723"
"","","10","1999-08-25","GENE S CLEANING","3712462"
"","","10","1999-08-25","GENTLE DENTAL CARE","8997739"
"","","10","1999-08-25","M & W WINDOW","3936969"
"","","10","1999-08-25","MAIL BOXES ETC.10","5830824"
"","","10","1999-08-25","NAIL STUDIO SARATOGA","0000000"
"","","10","1999-08-25","OUTER ZONE","5878243"
"","","10","1999-08-25","PIZZA TIME","5874650"
"","","10","1999-08-25","TIME WARNER SECURITY","2428990"
"","","10","1999-08-25","VENEZIA PIZZA","3713943"
"","","10","1999-08-25","WHIPPLE CITY PIZZA","5874650"
"","","10","1999-11-29","BLUE SKI BIKES","5830600"
"","","10","1999-11-29","COUNTRY CLUB CARD","5849141"
"","","10","1999-11-29","CULLIGAN","3741805"
"","","10","1999-11-29","DA BENNETT","4399966"
"","","10","1999-11-29","FEIGENBAUM CLEANERS","7921723"
"","","10","1999-11-29","FOUR SEASONS GOLF","8992929"
"","","10","1999-11-29","GENE S CLEANING","3712462"
"","","10","1999-11-29","M & W WINDOW","3936969"
"","","10","1999-11-29","MARCS VW REPAIR","8995970"
"","","10","1999-11-29","NAIL STUDIO SARATOGA","0000000"
"","","10","1999-11-29","OUTER ZONE","5878243"
"","","10","1999-11-29","PAIS TAE KWON DO 4","3718285"
"","","10","1999-11-29","PIZZA TIME","5874650"
"","","10","1999-11-29","SUNSATIONS TANNING","7831948"
"","","10","1999-11-29","TIME WARNER SECURITY","2428990"
"LILAC","TEAL/BORD","11","1996-08-19","A TO Z WINE","3930993"
"GOLDEN","RED/BLK","11","1996-08-19","ASHLINE MOVING","2734642"
"LILAC","TEAL/BORD","11","1996-08-19","BROOKLYNS AMERICAN GRILL","3470630"
"CANARY","RED/BLK","11","1996-08-19","CENTRAL TAXI","3461232"
"PINK","RHOD/BLK","11","1996-08-19","COAKLEY HOME TEXTILES","3828371"
"TAN","RED/BLK","11","1996-08-19","COLONIAL CAR WASH","3820600"
"CHERRY","BLUE","11","1996-08-19","CURTIS ELECTROLYSIS","4594940"
"IVORY","RHOD/TEAL","11","1996-08-19","FRANK GALLO FLORIST","3466171"
"IVORY","RED/GREEN","11","1996-08-19","GOLDEN HOUSE","3738943"
"LILAC","TEAL/BLK","11","1996-08-19","JAZZERCISE 2","3550317"
"WHITE","RED/BLK","11","1996-08-19","M & W WINDOW","3936969"
"WHITE","BLUE/RED","11","1996-08-19","MAIL BOXES ETC. 2","3729644"
"WHITE","MAGENTA/TEAL","11","1996-08-19","MR. SUBB","7830276"
"GOLDEN","RED/BLK","11","1996-08-19","MR.K S CARPET","3559193"
"CANARY","RED/GREEN","11","1996-08-19","NICOS PIZZA","3726024"
"WHITE","BLUE","11","1996-08-19","NYC BAGEL","3701800"
"GREY","GREEN/BORD","11","1996-08-19","PETTA S RESTAURANT","3467324"
"WHITE","ORANGE/BLUE","11","1996-08-19","QUICK LUBE","7866331"
"WHITE","RED/BLK","11","1996-08-19","RIB SHAQ","3959136"
"PINK","BORD/BLK","11","1996-08-19","ROTTERDAM HEAT","3562162"
"BLUE","RED/BLUE","11","1996-08-19","TIME WARNER SECURITY","2428990"
"GOLDEN","RED/BLUE","11","1996-08-19","UNION BEVERAGE","3825958"
"CANARY","RED/BLK","11","1996-08-19","VIDEO WORLD","4391731"
"CANARY","RED/BLK","11","1996-08-19","WENDYS HAMBURGERS","4594700"
"WHITE","PURPLE/GREEN","11","1996-12-06","A TO Z WINE","3930993"
"CANARY","RED/BLK","11","1996-12-06","CENTRAL TAXI","3461232"
"PINK","TEAL/RHOD","11","1996-12-06","COAKLEY HOME TEXTILES","3828371"
"TAN","RED/BLK","11","1996-12-06","COLONIAL CAR WASH","3820600"
"CHERRY","BLK","11","1996-12-06","DICKERSHIAD & SON ROOFING","3745197"
